@relation cleaned

@attribute finished_first_q1 numeric
@attribute finished_first_q2 numeric
@attribute dif_seconds_quali_first_second numeric
@attribute dif_seconds_quali_second_third numeric
@attribute dif_seconds_quali_third_fourth numeric
@attribute dif_seconds_qualif_fourth_fifth numeric
@attribute isAmericas numeric
@attribute isAustralia numeric
@attribute isEurope numeric
@attribute is_reigning_constructor_champion numeric
@attribute is_reigning_driver_champion numeric
@attribute driverAge numeric
@attribute hadRain numeric
@attribute avg_temp numeric
@attribute avg_humidity numeric
@attribute avg_visibility numeric
@attribute avg_pressure numeric
@attribute avg_wind_speed numeric
@attribute finishedFirst numeric

@data
1,0,0.194,0.032,0.053,0.048,0,0,0,0,0,8671,0,77.8,46.041667,18.6,1013.2,5.25,1
1,1,0.048,0.222,0.024,0.035,0,0,0,0,0,8678,0,69.233333,55.516667,12.4,1010.316667,2.716667,1
1,0,0.075,0.119,0.5,0.016,0,0,0,0,0,8692,0,83.933333,47.165,21.316667,1023.883333,4.433333,0
0,0,0.315,0.106,0.581,0.062,0,0,0,1,1,13355,1,83.033333,62.841667,6.2,1004.533333,7.033333,0
1,0,0.321,0.013,0.765,0.071,0,0,0,0,0,8734,1,53.1,98.776667,1.966667,1019.133333,8.85,1
0,1,0.038,0.299,0.256,0.049,0,0,0,0,0,8741,0,69.616667,59.441667,18.716667,1021.65,8.3,1
0,0,0.096,0.315,0.023,0.006,0,0,0,0,0,8748,0,78.533333,44.03,6.2,1015.3,4.4,0
0,0,0.517,0.473,1.067,0.106,0,0,0,0,0,7988,1,63.133333,69.608333,7.266667,1023.066667,3.916667,0
0,0,0.13,0.198,0.069,0.061,0,0,0,0,0,11731,1,61.983333,94.565,4.466667,1020.85,14.016667,1
0,1,0.209,0.015,0.341,0.131,0,0,0,0,0,8790,0,82.866667,62.261667,9.9,1009.4,9.1,1
1,0,0.145,0.205,0.117,0.114,0,0,0,0,0,11759,0,68.15,34.728333,6.175,1019.866667,5.3,0
0,0,0.438,0.097,0.014,0.294,0,0,0,0,0,11766,0,72.1,56.226667,7.183333,1017.816667,11.083333,0
1,1,0.455,0.196,0.162,0.03,0,0,0,1,1,13467,0,80.383333,68.626667,6.55,1013.583333,10.016667,1
0,1,0.111,0.031,0.401,0.069,0,0,0,1,1,13481,0,82.84,69.25,6.2,1013.58,4.44,1
0,1,0.371,0.451,0.016,0.045,0,0,0,0,0,8839,0,76.05,55.753333,6.2,1017.366667,9.3,1
1,0,0.123,0.006,0.234,0.317,0,0,0,0,0,8921,0,72.8,35.943333,6.933333,1010.75,12.533333,1
0,0,-0.177,-0.059,-0.607,0,0,0,0,0,0,11748,0,78.866667,45.386667,5.583333,1013.1,14.816667,0
0,0,0.286,0.086,0.463,0.122,0,0,0,0,0,8942,0,78.016667,45.991667,6.2,1015.633333,10.816667,1
0,1,0.779,0.353,0.033,0.038,0,0,0,0,0,8972,1,57.9,78.458333,6,1005.666667,5.75,1
1,1,0.19,0.005,0.045,0.439,0,0,0,0,0,8970,1,86.7,58.28,9.9,1009.96,9.92,0
1,0,0.323,0.093,0.227,0.027,0,0,0,0,0,8984,0,94.8,14.723333,7.4,1010.416667,12.9,0
1,1,0.225,0.028,0.037,0.183,0,0,0,0,0,8991,0,73.55,72.18,9.516667,1003.316667,15.933333,0
0,0,0.282,0.065,0.108,0.898,0,0,0,0,0,9005,0,82.166667,35.953333,6.466667,1006.55,14.85,0
1,1,0.645,0.152,0.795,0.069,0,0,0,0,0,9028,0,67.533333,32.268333,12.733333,1014.133333,9.033333,1
0,0,0.072,0.243,0.318,0.379,0,0,0,0,0,10167,1,64.766667,61.69,27.966667,1019.55,7.716667,1
0,0,0.029,0.053,0.365,0.295,0,0,0,0,0,9049,0,68.05,43.741667,18.6,1016.466667,14.033333,0
1,1,0.304,0.159,0.43,0.267,0,0,0,0,0,9047,0,89.65,48.456667,15.3,1015.716667,9.633333,0
1,0,0.044,0.146,0.202,0.249,0,0,0,0,0,8932,1,67.733333,63.833333,6.2,1013.75,16.883333,0
0,0,0.632,0.165,0.091,0.627,0,0,0,0,0,10223,0,66.75,48.46,6.633333,1019.583333,6.866667,0
1,0,0.021,0.071,0.214,0.429,0,0,0,0,0,9105,0,74.883333,65.318333,19.483333,1017.633333,8.116667,1
0,0,0.145,0.123,0.777,0.318,0,0,0,0,0,9096,0,78.05,37.833333,6.2,1014.466667,4.633333,0
0,1,0.022,0.032,0.117,0.383,0,0,0,0,0,9117,0,79.933333,83.843333,5.933333,1008.4,3.4,0
1,0,0.01,0.047,0.348,0.456,0,0,0,0,0,9140,1,63.55,88.26,8.45,1020.566667,4.25,1
1,0,0.065,0.027,0.197,0.302,0,0,0,0,0,10279,0,84.966667,49.245,9.9,1009.083333,19.533333,0
0,0,0.304,0.005,0.044,0.223,0,0,0,0,0,9161,0,74.616667,35.408333,6.3,1017.733333,4.35,1
0,0,0.203,0.182,0.204,0.094,0,0,0,0,0,9037,0,77.65,62.39,6.9,1012.85,10.466667,1
1,0,0.228,0.04,0.15,0.266,0,0,0,0,0,9182,0,83.333333,59.221667,6.2,1013.633333,14.866667,1
0,0,0.138,0.154,0.154,0.182,0,0,0,1,1,9287,0,79.533333,32.623333,6.433333,1017.233333,5.533333,1
1,1,0.155,0.31,0.127,0.074,0,0,0,0,0,12105,0,77.9,49.965,6.2,1010.8,9.216667,1
1,1,0.236,0.136,0.035,0.131,0,0,0,1,1,9315,0,63.166667,55.158333,15,1019.483333,6.5,1
1,0,0.188,0.104,0.521,0.161,0,0,0,0,0,9327,0,72.433333,58.378333,6.366667,1006.583333,13.266667,0
0,0,0.361,0.147,0.418,0.019,0,0,0,0,0,12154,0,80.86,58.942,9.9,1018.88,17.54,0
1,1,0.084,0.022,0.082,0.077,0,0,0,1,1,9371,0,74.433333,58.781667,13.183333,1013.8,8.516667,1
0,1,0.462,0.058,0.024,0.002,0,0,0,1,1,9378,0,72.316667,62.453333,7.233333,1014.916667,9.116667,1
1,1,1.244,0.184,0.341,0.266,0,0,0,1,1,9392,0,63.65,69.143333,10.55,1013.233333,4.8,1
1,1,0.048,0.142,0.077,0.161,0,0,0,1,1,9406,0,71.2,58.791667,?,1009.583333,4.716667,1
0,1,0.241,0.131,0.044,0.012,0,0,0,1,1,9413,1,70.8,58.678333,22.483333,1017.883333,10.7,1
0,0,0.003,0.082,0.211,0.066,0,0,0,0,0,14076,0,84.45,35.611667,6.2,1015.55,8.966667,0
1,0,0.82,0.057,0.042,0.065,0,0,0,0,0,9418,0,60.966667,66.738333,6.2,1014.533333,13.016667,0
0,1,0.537,0.19,0.125,0.087,0,0,0,1,1,9462,1,61.216667,76.036667,9.616667,1007.783333,13.15,1
0,0,0.013,0.054,0.31,0.017,0,0,0,0,0,10594,0,83.7,50.246667,6.2,1021.533333,6.233333,0
0,1,0.072,0.007,0.207,0.215,0,0,0,0,0,10608,1,83.366667,78.373333,6.25,1009.25,5.166667,1
1,0,0.581,0.035,0.049,0.108,0,0,0,1,1,9490,1,78.75,57.981667,6.983333,1016.383333,8.733333,1
1,0,0.441,0.086,0.064,0.055,0,0,0,1,1,9504,0,90.383333,73.72,6.183333,1010.4,5.95,1
0,1,0.13,0.009,0.083,0.134,0,0,0,0,0,9502,0,85.5,47.593333,9.9,1011.116667,12.416667,0
0,0,0.067,0.03,0.119,0.041,0,0,0,0,0,9509,0,76.3,30.868333,6.6,1013.9,5.116667,0
1,1,0.294,0.323,0.043,0.082,0,0,0,1,1,9532,0,68.55,60.091667,7.266667,1018.916667,12.466667,1
1,1,0.044,0.334,0.008,0.127,0,0,0,0,0,9530,0,63.15,48.69,9.9,1012.95,9.8,0
1,1,0.139,0.198,0.006,0.028,0,0,0,1,1,9553,0,80.5,50.385,6.2,1014.766667,10.083333,1
0,0,0.228,0.078,0.022,0.03,0,0,0,1,1,9650,0,64.6,49.326667,6.633333,1017.516667,5.666667,1
1,1,0.319,0.016,0.039,0.243,0,0,0,1,1,9657,0,78.2,51.546667,6.2,1012.433333,10.333333,1
0,0,0.27,0.089,0.041,0.12,0,0,0,1,1,9672,0,68.5,48.433333,15,1021.266667,6.15,0
1,1,0.066,0.226,0.193,0.004,0,0,0,1,1,9686,0,69.466667,55.753333,11.866667,1016.716667,6.583333,1
1,1,0.322,0.166,0.017,0.108,0,0,0,1,1,9700,0,65.916667,69.141667,6.4,1011.5,8.2,1
1,0,0.141,0.073,0.005,0.134,0,0,0,1,1,9714,0,84.216667,56.005,9.9,1016.816667,13.766667,0
1,1,0.074,0.017,0.133,0.263,0,0,0,1,1,9728,0,74.866667,58.296667,6.15,1010.783333,5.416667,1
0,0,0.154,0.094,0.024,0.001,0,0,0,0,0,9719,0,69.916667,70.326667,12.883333,1018.783333,7.016667,1
0,1,0,0.021,0.082,0.075,0,0,0,0,0,9611,1,60.683333,80.715,9.816667,997.5,3.766667,0
0,0,0.02,0.298,0.002,0.028,0,0,0,0,0,8989,0,73.516667,61.731667,7.166667,1015.183333,9.633333,0
0,1,0.404,0.122,0.011,0.052,0,0,0,1,1,9770,0,82.616667,40.313333,?,1006.383333,12.55,0
0,0,0.171,0.04,0.173,0.034,0,0,0,0,0,9639,1,61.516667,63.033333,27.35,1008.65,9.183333,0
